Customer ID,sum(Sales)
SM-20320,25043.05
TC-20980,19017.847999999998
RB-19360,15117.339
TA-21385,14595.62
AB-10105,14355.610999999997
SC-20095,14142.333999999999
KL-16645,14071.917
HL-15040,12873.297999999999
SE-20110,12209.438000000002
CC-12370,12129.072
TS-21370,11885.871
GT-14710,11820.119999999997
BM-11140,11609.900000000001
SV-20365,11420.645999999997
CJ-12010,11079.742
CL-12565,10880.545999999998
ME-17320,10635.917999999998
KF-16285,10604.266
BS-11365,10501.652999999998
EH-13765,10005.980000000001
JL-15835,9403.003
GT-14635,9351.211999999998
HW-14935,9300.253999999997
TB-21400,9012.741999999998
PF-19120,8980.496
CM-12385,8954.02
JD-16150,8828.030499999999
JE-15715,8672.163
LA-16780,8631.521999999999
DR-12940,8350.868
NF-18385,8322.826000000001
KD-16270,8282.358
NC-18535,8241.739
KD-16495,8181.256
PK-19075,8158.654
HM-14860,8148.844800000002
SB-20290,8057.890999999999
ZC-21910,8021.135000000001
JH-15985,7954.998
NP-18700,7903.182500000001
AH-10690,7888.294000000001
JE-15610,7754.976
AB-10060,7732.669999999999
JW-15220,7721.714
JM-15865,7625.076000000002
RW-19540,7397.401000000001
LC-16885,7396.7739999999985
PO-18850,7367.3342
BM-11650,7283.817
NW-18400,7234.013999999999
Dp-13240,7198.760999999999
PP-18955,7075.920000000002
RH-19510,6962.14
MS-17365,6848.31
PS-19045,6843.633999999999
BB-11545,6765.727999999999
FH-14365,6683.659999999999
YS-21880,6654.503999999999
AR-10540,6608.448
GK-14620,6497.27
JA-15970,6475.474000000001
NM-18445,6459.343999999999
JD-15895,6456.456
SB-20185,6410.995999999999
JE-15745,6400.454999999999
JG-15160,6366.391999999999
CM-12655,6339.5576
VD-21670,6283.354
MJ-17740,6282.226
BH-11710,6255.351000000001
DM-13015,6247.372
DR-12880,6247.205999999999
RL-19615,6234.909999999999
VW-21775,6112.702
QJ-19255,6108.338
AD-10180,6100.999999999999
GM-14695,6049.966000000002
CB-12025,6028.226999999999
WB-21850,6024.81
RM-19675,5967.736
KH-16510,5952.859000000002
SD-20485,5920.258
BF-11170,5907.972
SC-20380,5894.183999999999
CP-12340,5888.275000000001
KH-16690,5867.859
CS-12505,5690.054999999999
BD-11320,5672.171
AM-10705,5653.861999999999
RB-19795,5633.315999999999
KM-16375,5609.746
AA-10315,5563.56
SM-20950,5563.392
NP-18325,5529.62
AC-10450,5527.8460000000005
MH-18115,5503.092999999999
DP-13390,5480.723999999999
EP-13915,5478.0608
YC-21895,5454.35
SP-20620,5440.319
LW-17215,5420.513999999999
TS-21205,5371.09
TT-21460,5364.808000000001
MW-18220,5341.9
TP-21415,5329.0048
DW-13480,5256.848
MW-18235,5253.876
HR-14830,5248.786999999999
SC-20725,5226.209999999998
TW-21025,5164.626
CP-12085,5164.101999999999
LR-16915,5142.891999999999
RP-19390,5142.139999999999
MP-18175,5087.92
IL-15100,5040.736
LB-16795,4985.676
DH-13075,4932.871999999999
IM-15070,4930.473999999999
TT-21070,4915.602
KM-16720,4909.472000000001
PO-19180,4893.043000000001
HK-14890,4877.784
AJ-10780,4867.344
AH-10210,4805.344
RA-19915,4781.367000000001
JK-15730,4769.900000000001
JK-15640,4752.442000000001
BW-11110,4750.357999999999
TB-21520,4730.628
SA-20830,4708.525500000001
ES-14080,4648.516
KT-16480,4642.088400000001
SC-20050,4624.572000000001
DB-13270,4621.656999999999
GB-14575,4594.328
RB-19465,4556.566000000002
AR-10825,4523.335999999999
AG-10900,4510.7970000000005
SC-20770,4492.656999999999
KL-16555,4483.784
LC-16930,4481.162
AA-10645,4455.895
TP-21130,4454.056
EM-14140,4438.331999999999
MC-17425,4432.138
KW-16435,4416.52
BD-11500,4408.2970000000005
AJ-10795,4391.491
AI-10855,4375.785999999999
SC-20230,4371.9580000000005
GZ-14470,4355.15
SR-20740,4345.8859999999995
EB-13840,4344.508
ND-18370,4281.389
MA-17560,4280.620999999999
JK-15205,4278.17
DB-13060,4265.294000000002
TC-21295,4261.852
AS-10225,4249.0
TH-21550,4229.5560000000005
BE-11335,4204.6759999999995
JF-15565,4198.332
FH-14275,4190.704
MY-18295,4134.396000000001
DK-13225,4125.843999999999
CB-12535,4123.5154999999995
PM-19135,4115.662
SV-20785,4105.305
DM-13345,4074.4720000000007
FP-14320,4046.7460000000005
SP-20860,4028.588
SP-20920,3990.6890000000003
CM-12715,3984.4524
MP-17965,3983.6420000000003
SC-20305,3971.0639999999994
DK-12895,3943.0399999999995
LF-17185,3930.509
GH-14425,3925.742
GA-14515,3919.7760000000003
KH-16630,3918.966
DB-13555,3908.8028
KC-16540,3908.2619999999997
CC-12220,3902.522
NP-18670,3896.6420000000003
PW-19240,3878.3149999999996
JS-15880,3868.02
FC-14335,3865.845999999999
RA-19885,3832.3139999999994
RS-19765,3831.93
AT-10735,3831.8640000000005
OT-18730,3818.6240000000003
RO-19780,3815.478
MC-17845,3805.714000000001
MM-17920,3794.08
CA-11965,3789.7228
MG-17650,3785.276
SJ-20125,3777.8799999999997
MD-17350,3766.382
JK-15625,3760.028
JK-16090,3747.6680000000006
RD-19480,3743.03
FM-14290,3736.1979999999994
SC-20260,3729.7929999999997
HG-15025,3690.284
LP-17095,3653.3990000000003
CS-12400,3651.8585000000007
RH-19495,3621.3759999999997
BP-11185,3610.2929999999997
SZ-20035,3592.433
GM-14440,3582.8199999999997
TB-21175,3579.024
JP-15520,3572.9440000000004
DL-13495,3539.322
ES-14020,3510.4579999999996
RW-19690,3495.646
AG-10675,3489.0395999999996
ED-13885,3484.92
PW-19030,3454.916
EB-13705,3448.2740000000003
SF-20200,3422.785999999999
FC-14245,3414.678
SG-20080,3406.581
BS-11380,3379.1299999999997
TS-21655,3368.093999999999
SC-20020,3362.9635999999996
DJ-13630,3356.3979999999997
DC-12850,3336.1680000000006
AP-10915,3323.556
DK-13375,3318.4859999999994
KH-16330,3312.864
RF-19345,3309.1500000000005
SF-20965,3306.871
RR-19525,3302.262
BD-11605,3288.471
BS-11665,3288.11
DV-13465,3285.9870000000005
RW-19630,3273.6499999999996
DL-12925,3272.2000000000003
AS-10090,3255.3099999999995
JO-15145,3254.9490000000005
DK-12835,3253.5340000000006
AH-10075,3250.336999999999
LC-16960,3246.626
CT-11995,3241.898000000001
SR-20425,3233.481
LW-16990,3230.308
RS-19420,3221.29
AS-10285,3212.272
MP-17470,3206.132
CS-12355,3202.1620000000003
BT-11680,3196.7520000000004
DG-13300,3195.818
VP-21760,3193.6059999999998
HG-14965,3184.1739999999995
EB-13750,3166.882
GM-14680,3163.628
CK-12205,3154.855
KB-16240,3152.615
JM-15250,3145.3740000000003
JL-15505,3142.746
MS-17770,3138.5819999999994
RD-19900,3133.9239999999995
TN-21040,3130.221
SN-20710,3127.9592000000007
SG-20605,3116.9760000000006
KH-16360,3100.6119999999996
PG-18820,3086.907
GM-14455,3078.6240000000003
EB-14110,3071.1259999999997
TG-21310,3058.3720000000003
KT-16465,3057.1
SS-20410,3056.807
SL-20155,3053.012000000001
CA-12775,3041.5659999999993
AS-10045,3035.0320000000006
CS-11950,3027.7549999999997
EH-14125,3013.1530000000002
LS-16975,2988.674
MH-18025,2984.9480000000003
FA-14230,2984.053999999999
NS-18640,2964.8229999999994
TM-21010,2953.986
TH-21115,2942.772
CK-12325,2939.606
LT-17110,2936.2519999999995
BC-11125,2933.6759999999995
JK-16120,2932.4840000000004
DB-13120,2931.718
SW-20455,2921.544
ML-17410,2921.499999999999
RD-19585,2912.8940000000002
CY-12745,2900.026
ND-18460,2893.455
MG-18145,2890.591
MT-17815,2890.139
DS-13180,2881.8128
PV-18985,2876.0460000000003
CC-12430,2870.0500000000006
BF-11020,2865.786
CC-12685,2854.1150000000007
AW-10930,2851.4440000000004
IM-15055,2848.36
LS-16945,2845.27
DB-12970,2839.2272000000003
JM-16195,2833.9260000000004
CV-12295,2830.6279999999997
GH-14410,2807.7070000000003
TS-21610,2801.8840000000005
BG-11035,2798.948
TB-21625,2797.668
RD-19660,2786.6319999999996
SH-19975,2774.2394999999997
JC-15775,2772.0550000000007
PF-19165,2770.0
EB-13870,2767.219
MM-18055,2749.881
KB-16585,2742.7580000000003
LL-16840,2741.204
JL-15850,2725.2560000000003
MC-17275,2723.036
ML-17395,2722.843
JK-15370,2709.632
JE-16165,2697.248
CS-12250,2696.7959999999994
BT-11530,2684.492
NH-18610,2673.2899999999995
RB-19435,2663.0860000000002
EA-14035,2660.8250000000007
EJ-14155,2656.691
DK-13090,2650.557
CA-12265,2648.2871999999998
FO-14305,2622.838
KN-16390,2617.2720000000004
RA-19285,2606.0820000000003
LC-17140,2605.1120000000005
SO-20335,2602.575500000001
SU-20665,2595.3640000000005
BO-11350,2586.08
HA-14920,2584.1580000000004
SC-20695,2576.408
NS-18505,2575.863
BT-11305,2567.656
EM-13810,2567.01
AG-10270,2565.2579999999994
MZ-17515,2564.906
CC-12610,2540.631
CM-12160,2533.314
HF-14995,2533.164
LC-16870,2526.182
FM-14380,2523.2659999999996
JS-16030,2516.4939999999997
DJ-13510,2501.688
AC-10615,2499.7560000000003
PO-18865,2493.2140000000004
BS-11755,2492.3500000000004
NZ-18565,2488.31
CC-12145,2471.6500000000005
MN-17935,2469.0420000000004
NC-18340,2461.404000000001
MH-17455,2456.182
BS-11590,2454.9280000000003
VM-21685,2454.866
GZ-14545,2454.6220000000003
MA-17995,2453.284
TH-21100,2422.824
AH-10465,2406.4316000000003
BP-11095,2399.54
DF-13135,2390.534
BP-11290,2383.7970000000005
MH-17290,2381.7309999999998
FM-14215,2374.27
CK-12595,2372.7500000000005
JF-15415,2371.448
CV-12805,2370.3136
MC-17590,2362.5069999999996
JG-15115,2358.676
CL-12700,2353.586
MG-17680,2350.188
RF-19735,2341.2960000000003
AG-10495,2338.679
EM-13825,2324.358
XP-21865,2320.4080000000004
MK-17905,2302.3680000000004
LH-16900,2295.3320000000003
CM-12235,2287.172
JF-15190,2279.5860000000002
FH-14350,2271.284
CC-12670,2269.7015000000006
BE-11410,2261.438
MC-17605,2258.192
JH-16180,2256.3940000000002
KD-16615,2243.5099999999998
TS-21505,2243.274
MY-17380,2242.6119999999996
LW-16825,2238.0609999999997
AR-10405,2236.128
NC-18415,2218.99
MC-18100,2218.98
GG-14650,2216.0080000000007
PF-19225,2206.1279999999997
DB-13210,2204.829
MH-17785,2203.7780000000002
JL-15235,2203.7
JR-16210,2201.6859999999997
TB-21280,2198.45
JG-15310,2197.7960000000003
GW-14605,2189.0190000000007
NR-18550,2184.337
BT-11395,2182.1940000000004
PS-18760,2181.479
SH-20395,2180.718
KN-16450,2171.962
DB-12910,2171.599
RP-19855,2170.716000000001
DP-13105,2164.89
HA-14905,2163.3
EJ-13720,2162.174
JD-15790,2152.3520000000003
CR-12580,2148.852
KN-16705,2148.03
DN-13690,2139.7900000000004
EN-13780,2138.246
KM-16225,2134.248
NM-18520,2123.347
KC-16255,2103.8340000000003
SH-20635,2096.392
RH-19600,2085.7400000000002
TG-21640,2074.661
ML-17755,2071.914
RB-19705,2067.45
LC-17050,2064.504
TS-21430,2054.14
AF-10870,2052.9080000000004
CD-11920,2033.968
NF-18595,2031.472
DJ-13420,2012.5200000000002
VB-21745,2005.5959999999998
HP-14815,1990.314
DB-13615,1989.05
PG-18895,1987.1640000000002
NB-18655,1972.599
SW-20275,1966.65
LD-17005,1961.934
TP-21565,1936.6399999999996
JF-15355,1911.844
JO-15280,1911.5520000000001
ME-17725,1908.4532
SV-20935,1903.491
KD-16345,1888.964
GD-14590,1888.0700000000002
SG-20470,1884.7980000000002
SC-20440,1874.998
BG-11695,1874.172
NG-18355,1869.58
CD-12790,1860.732
SN-20560,1860.418
CB-12415,1856.26
JB-16045,1841.651
PR-18880,1840.1779999999997
AJ-10945,1839.2400000000002
PC-18745,1832.064
EG-13900,1832.02
LR-17035,1831.386
PJ-19015,1824.2340000000002
NC-18625,1821.7420000000002
JM-15265,1804.1460000000002
JB-15400,1791.605
AA-10480,1782.872
CC-12100,1765.23
DS-13030,1762.2130000000002
AH-10030,1744.6999999999998
VT-21700,1736.596
AH-10120,1735.5140000000001
MV-18190,1734.5739999999998
JM-15535,1733.4430000000002
BE-11455,1727.652
BW-11200,1726.2300000000002
JP-16135,1707.7099999999998
TZ-21580,1707.2860000000003
DB-13405,1702.5480000000002
BP-11155,1692.146
DK-12985,1687.04
RA-19945,1686.9225000000004
CA-12055,1679.724
CM-11815,1673.8880000000001
LH-17155,1660.3049999999998
CC-12475,1659.438
JP-15460,1653.5830000000003
CM-12115,1643.97
EB-13975,1643.255
AP-10720,1638.5539999999999
KE-16420,1626.6832000000004
AZ-10750,1622.018
MS-17710,1613.402
CR-12730,1600.55
SP-20650,1598.516
DE-13255,1588.464
AH-10195,1587.452
BF-11215,1585.162
CK-12760,1582.1090000000004
MC-18130,1581.9979999999998
MF-18250,1575.36
JL-15175,1571.523
TB-21250,1569.5919999999999
KB-16315,1569.4640000000002
TS-21160,1568.244
ON-18715,1567.52
MV-17485,1542.4099999999999
BD-11620,1538.1099999999997
CH-12070,1537.2360000000003
BD-11725,1526.5
BV-11245,1523.2730000000001
KA-16525,1519.506
AB-10600,1515.862
JG-15805,1507.0180000000003
ZD-21925,1493.944
DL-12865,1490.818
CM-12190,1475.1440000000002
LE-16810,1469.4500000000003
TB-21055,1467.881
PN-18775,1467.152
BN-11515,1459.344
PB-19150,1456.9499999999998
RM-19375,1453.474
AG-10525,1448.9419999999998
RK-19300,1448.0000000000002
DL-13315,1446.0660000000003
PK-18910,1441.152
TD-20995,1434.5480000000002
JW-16075,1428.731
MB-18085,1428.231
MB-17305,1427.3259999999996
TT-21220,1427.044
RD-19720,1419.7370000000003
NL-18310,1418.0900000000001
PM-18940,1405.402
CA-12310,1401.0739999999998
MO-17800,1396.3229999999999
NG-18430,1395.938
JE-15475,1388.682
TB-21595,1387.559
FG-14260,1383.1440000000002
CR-12820,1380.8324
DM-13525,1376.792
GH-14485,1361.2440000000001
GB-14530,1356.48
LM-17065,1346.774
MG-17695,1342.282
SJ-20215,1339.072
BM-11785,1335.896
BF-11005,1333.88
SB-20170,1323.432
DM-12955,1322.034
MT-18070,1319.4497999999999
MM-17260,1314.0230000000001
SP-20545,1306.0859999999998
EK-13795,1303.478
Co-12640,1300.076
HR-14770,1299.2879999999998
SS-20140,1289.548
GR-14560,1284.38
PS-18970,1278.6390000000001
SV-20815,1271.0900000000004
CS-11845,1267.194
LW-17125,1259.04
ME-18010,1256.944
GM-14500,1255.6819999999998
SC-20680,1254.64
MH-17620,1252.8
ER-13855,1245.788
JW-15955,1244.086
MG-17875,1242.833
NP-18685,1228.698
PJ-18835,1220.0900000000001
EH-14005,1219.5299999999997
JL-15130,1214.9560000000001
MD-17860,1204.9099999999999
DW-13585,1204.854
DO-13435,1197.3115000000003
SJ-20500,1190.3759999999997
EB-14170,1186.326
JS-15595,1181.734
BP-11230,1181.4900000000002
DC-13285,1174.618
AT-10435,1171.8139999999999
JR-15670,1156.658
DB-13660,1155.2019999999998
CG-12520,1148.7800000000002
KC-16675,1146.0500000000002
RD-19810,1137.6159999999998
CW-11905,1136.592
JS-15685,1131.0639999999999
DV-13045,1119.4830000000002
AB-10165,1113.838
CD-12280,1104.184
TC-21475,1103.0159999999998
CL-11890,1098.43
TM-21490,1094.6779999999999
JO-15550,1088.358
JF-15490,1082.918
DB-13360,1081.466
DW-13195,1080.751
CS-12490,1070.3885
PC-19000,1061.488
DP-13165,1058.616
PO-19195,1056.8580000000002
AA-10375,1056.39
VS-21820,1055.9809999999998
AR-10345,1055.694
DH-13675,1043.096
SM-20905,1043.0410000000002
EM-14095,1041.042
TC-21145,1038.26
DP-13000,1034.188
MK-18160,1031.6019999999999
TH-21235,1022.2010000000001
SW-20350,1019.0439999999998
RB-19330,1008.1959999999999
LS-17245,1008.1359999999999
BG-11740,1006.356
LS-17200,998.032
VP-21730,993.9019999999999
GA-14725,975.566
KB-16600,974.214
DO-13645,972.26
TS-21340,971.7339999999999
RD-19930,970.9420000000001
AB-10150,966.7099999999998
RC-19825,966.4089999999999
BP-11050,961.1799999999998
JH-15910,959.4770000000002
JF-15295,955.124
RP-19270,954.6451999999999
BS-11800,949.43
EB-13930,944.6000000000001
MF-17665,937.039
EM-13960,933.704
MC-17575,925.5649999999999
SW-20245,925.1980000000001
MO-17500,922.487
RF-19840,915.662
EH-14185,910.186
KB-16405,908.8209999999999
SC-20575,902.7280000000001
JB-15925,900.552
AB-10255,898.084
AC-10420,891.56
HZ-14950,886.5199999999999
AB-10015,886.156
CS-12130,884.64
HE-14800,883.5320000000002
SK-19990,883.409
SS-20875,883.22
JM-15655,864.9470000000001
JR-15700,863.88
AF-10885,861.5649999999999
JC-15385,859.648
JC-16105,858.576
MS-17980,855.1160000000001
RC-19960,850.192
CG-12040,847.6519999999999
CS-12175,844.4580000000001
AS-10630,833.398
TB-21355,822.136
VF-21715,819.784
TB-21190,816.174
RE-19450,815.152
AM-10360,814.0120000000001
BM-11575,808.1619999999999
DK-13150,797.832
MC-17635,795.1540000000001
BF-11275,791.9899999999999
HG-14845,785.628
EH-13990,780.27
MG-17890,776.384
MM-18280,775.4140000000001
SF-20065,763.5459999999998
SW-20755,758.696
LP-17080,756.606
Dl-13600,755.602
IG-15085,744.574
RH-19555,740.382
AH-10585,738.504
HM-14980,736.276
BB-10990,735.52
PH-18790,729.648
PA-19060,729.408
JJ-15445,709.1780000000001
JD-16060,695.4420000000001
VG-21790,694.2900000000001
TC-21535,692.518
PB-19105,688.324
EH-13945,684.171
ML-18040,681.242
PB-18805,668.7560000000001
AG-10330,660.972
BK-11260,659.138
BD-11770,658.466
AC-10660,657.316
AW-10840,649.376
TR-21325,645.072
LO-17170,644.35
JB-16000,644.1188
MR-17545,639.178
AJ-10960,629.2479999999999
RR-19315,615.932
CD-11980,614.982
SS-20515,613.4000000000001
BT-11440,603.876
BF-10975,585.8080000000001
DL-13330,585.02
BD-11635,582.646
AS-10240,574.24
NK-18490,572.048
CM-11935,565.392
CS-12460,550.6440000000001
CS-11860,537.6320000000001
JH-15820,528.9100000000001
AY-10555,497.01400000000007
RB-19570,476.802
CR-12625,475.9
MS-17530,475.65599999999995
JS-15940,469.169
EC-14050,461.914
KM-16660,453.538
TT-21265,439.5
ST-20530,433.34
VG-21805,427.372
MZ-17335,424.038
SS-20590,418.49
BT-11485,415.19599999999997
JD-16015,385.43
JK-15325,383.812
VM-21835,380.69
NF-18475,377.16200000000003
MS-17830,370.348
LS-17230,368.88
EM-14200,366.822
MH-17440,358.146
HJ-14875,358.1
AG-10300,349.26
DW-13540,344.08000000000004
BD-11560,320.53999999999996
LH-17020,318.239
JM-15580,303.948
CM-12445,287.98999999999995
LH-16750,287.426
SC-20845,280.632
SC-20800,279.256
JH-15430,276.385
NB-18580,273.87199999999996
BF-11080,272.95
DD-13570,269.54200000000003
BN-11470,265.296
AR-10510,264.86400000000003
LT-16765,255.524
HD-14785,251.36
PL-18925,239.48100000000002
KW-16570,236.156
SM-20005,233.134
EM-14065,228.99
GT-14755,226.43599999999998
GP-14740,221.79999999999998
RB-19645,221.08399999999997
AG-10390,200.945
JJ-15760,195.0
HH-15010,188.108
ML-18265,162.232
AO-10810,161.28
MO-17950,154.288
PT-19090,153.9
GH-14665,146.94080000000002
AG-10765,137.296
PB-19210,132.738
BO-11425,130.83
EL-13735,124.28
DA-13450,123.86399999999999
CC-12550,113.832
RM-19750,98.35
KS-16300,88.47200000000001
AR-10570,88.15
FW-14395,79.75
JC-15340,67.335
BW-11065,60.772
AS-10135,58.82
LB-16735,50.188
RE-19405,48.36
SG-20890,41.072
RS-19870,22.328
CJ-11875,16.52
MG-18205,12.32
LD-16855,5.304
TS-21085,4.833
